Date;Country/Region;Province/State;Lat;Long;Confirmed;Recovered;Deaths
22/01/2020;Afghanistan;;3393911;67709953;0;0;0
23/01/2020;Afghanistan;;3393911;67709953;0;0;0
24/01/2020;Afghanistan;;3393911;67709953;0;0;0
25/01/2020;Afghanistan;;3393911;67709953;0;0;0
26/01/2020;Afghanistan;;3393911;67709953;0;0;0
27/01/2020;Afghanistan;;3393911;67709953;0;0;0
28/01/2020;Afghanistan;;3393911;67709953;0;0;0
29/01/2020;Afghanistan;;3393911;67709953;0;0;0
30/01/2020;Afghanistan;;3393911;67709953;0;0;0
31/01/2020;Afghanistan;;3393911;67709953;0;0;0
01/02/2020;Afghanistan;;3393911;67709953;0;0;0
02/02/2020;Afghanistan;;3393911;67709953;0;0;0
03/02/2020;Afghanistan;;3393911;67709953;0;0;0
04/02/2020;Afghanistan;;3393911;67709953;0;0;0
05/02/2020;Afghanistan;;3393911;67709953;0;0;0
06/02/2020;Afghanistan;;3393911;67709953;0;0;0
07/02/2020;Afghanistan;;3393911;67709953;0;0;0
08/02/2020;Afghanistan;;3393911;67709953;0;0;0
09/02/2020;Afghanistan;;3393911;67709953;0;0;0
10/02/2020;Afghanistan;;3393911;67709953;0;0;0
11/02/2020;Afghanistan;;3393911;67709953;0;0;0
12/02/2020;Afghanistan;;3393911;67709953;0;0;0
13/02/2020;Afghanistan;;3393911;67709953;0;0;0
14/02/2020;Afghanistan;;3393911;67709953;0;0;0
15/02/2020;Afghanistan;;3393911;67709953;0;0;0
16/02/2020;Afghanistan;;3393911;67709953;0;0;0
17/02/2020;Afghanistan;;3393911;67709953;0;0;0
18/02/2020;Afghanistan;;3393911;67709953;0;0;0
19/02/2020;Afghanistan;;3393911;67709953;0;0;0
20/02/2020;Afghanistan;;3393911;67709953;0;0;0
21/02/2020;Afghanistan;;3393911;67709953;0;0;0
22/02/2020;Afghanistan;;3393911;67709953;0;0;0
23/02/2020;Afghanistan;;3393911;67709953;0;0;0
24/02/2020;Afghanistan;;3393911;67709953;1;0;0
25/02/2020;Afghanistan;;3393911;67709953;1;0;0
26/02/2020;Afghanistan;;3393911;67709953;1;0;0
27/02/2020;Afghanistan;;3393911;67709953;1;0;0
28/02/2020;Afghanistan;;3393911;67709953;1;0;0
29/02/2020;Afghanistan;;3393911;67709953;1;0;0
01/03/2020;Afghanistan;;3393911;67709953;1;0;0
02/03/2020;Afghanistan;;3393911;67709953;1;0;0
03/03/2020;Afghanistan;;3393911;67709953;1;0;0
04/03/2020;Afghanistan;;3393911;67709953;1;0;0
05/03/2020;Afghanistan;;3393911;67709953;1;0;0
06/03/2020;Afghanistan;;3393911;67709953;1;0;0
07/03/2020;Afghanistan;;3393911;67709953;1;0;0
08/03/2020;Afghanistan;;3393911;67709953;4;0;0
09/03/2020;Afghanistan;;3393911;67709953;4;0;0
10/03/2020;Afghanistan;;3393911;67709953;5;0;0
11/03/2020;Afghanistan;;3393911;67709953;7;0;0
12/03/2020;Afghanistan;;3393911;67709953;7;0;0
13/03/2020;Afghanistan;;3393911;67709953;7;0;0
14/03/2020;Afghanistan;;3393911;67709953;11;0;0
15/03/2020;Afghanistan;;3393911;67709953;16;0;0
16/03/2020;Afghanistan;;3393911;67709953;21;1;0
17/03/2020;Afghanistan;;3393911;67709953;22;1;0
18/03/2020;Afghanistan;;3393911;67709953;22;1;0
19/03/2020;Afghanistan;;3393911;67709953;22;1;0
20/03/2020;Afghanistan;;3393911;67709953;24;1;0
21/03/2020;Afghanistan;;3393911;67709953;24;1;0
22/03/2020;Afghanistan;;3393911;67709953;40;1;1
23/03/2020;Afghanistan;;3393911;67709953;40;1;1
24/03/2020;Afghanistan;;3393911;67709953;74;1;1
25/03/2020;Afghanistan;;3393911;67709953;84;2;2
26/03/2020;Afghanistan;;3393911;67709953;94;2;4
27/03/2020;Afghanistan;;3393911;67709953;110;2;4
28/03/2020;Afghanistan;;3393911;67709953;110;2;4
29/03/2020;Afghanistan;;3393911;67709953;120;2;4
30/03/2020;Afghanistan;;3393911;67709953;170;2;4
31/03/2020;Afghanistan;;3393911;67709953;174;5;4
01/04/2020;Afghanistan;;3393911;67709953;237;5;4
02/04/2020;Afghanistan;;3393911;67709953;273;10;6
03/04/2020;Afghanistan;;3393911;67709953;281;10;6
04/04/2020;Afghanistan;;3393911;67709953;299;10;7
05/04/2020;Afghanistan;;3393911;67709953;349;15;7
06/04/2020;Afghanistan;;3393911;67709953;367;18;11
07/04/2020;Afghanistan;;3393911;67709953;423;18;14
08/04/2020;Afghanistan;;3393911;67709953;444;29;14
09/04/2020;Afghanistan;;3393911;67709953;484;32;15
10/04/2020;Afghanistan;;3393911;67709953;521;32;15
11/04/2020;Afghanistan;;3393911;67709953;555;32;18
12/04/2020;Afghanistan;;3393911;67709953;607;32;18
13/04/2020;Afghanistan;;3393911;67709953;665;32;21
14/04/2020;Afghanistan;;3393911;67709953;714;40;23
15/04/2020;Afghanistan;;3393911;67709953;784;43;25
16/04/2020;Afghanistan;;3393911;67709953;840;54;30
17/04/2020;Afghanistan;;3393911;67709953;906;99;30
18/04/2020;Afghanistan;;3393911;67709953;933;112;30
19/04/2020;Afghanistan;;3393911;67709953;996;131;33
20/04/2020;Afghanistan;;3393911;67709953;1026;135;36
21/04/2020;Afghanistan;;3393911;67709953;1092;150;36
22/04/2020;Afghanistan;;3393911;67709953;1176;166;40
23/04/2020;Afghanistan;;3393911;67709953;1279;179;42
24/04/2020;Afghanistan;;3393911;67709953;1351;188;43
25/04/2020;Afghanistan;;3393911;67709953;1463;188;47
26/04/2020;Afghanistan;;3393911;67709953;1531;207;50
27/04/2020;Afghanistan;;3393911;67709953;1703;220;57
28/04/2020;Afghanistan;;3393911;67709953;1828;228;58
29/04/2020;Afghanistan;;3393911;67709953;1939;252;60
30/04/2020;Afghanistan;;3393911;67709953;2171;260;64
01/05/2020;Afghanistan;;3393911;67709953;2335;310;68
02/05/2020;Afghanistan;;3393911;67709953;2469;331;72
03/05/2020;Afghanistan;;3393911;67709953;2704;345;85
04/05/2020;Afghanistan;;3393911;67709953;2894;397;90
05/05/2020;Afghanistan;;3393911;67709953;3224;421;95
06/05/2020;Afghanistan;;3393911;67709953;3392;458;104
07/05/2020;Afghanistan;;3393911;67709953;3563;468;106
08/05/2020;Afghanistan;;3393911;67709953;3778;472;109
09/05/2020;Afghanistan;;3393911;67709953;4033;502;115
10/05/2020;Afghanistan;;3393911;67709953;4402;558;120
11/05/2020;Afghanistan;;3393911;67709953;4687;558;122
12/05/2020;Afghanistan;;3393911;67709953;4963;610;127
13/05/2020;Afghanistan;;3393911;67709953;5226;648;132
14/05/2020;Afghanistan;;3393911;67709953;5639;691;136
15/05/2020;Afghanistan;;3393911;67709953;6053;745;153
16/05/2020;Afghanistan;;3393911;67709953;6402;745;168
17/05/2020;Afghanistan;;3393911;67709953;6664;778;169
18/05/2020;Afghanistan;;3393911;67709953;7072;801;173
19/05/2020;Afghanistan;;3393911;67709953;7653;850;178
20/05/2020;Afghanistan;;3393911;67709953;8145;930;187
21/05/2020;Afghanistan;;3393911;67709953;8676;938;193
22/05/2020;Afghanistan;;3393911;67709953;9216;996;205
23/05/2020;Afghanistan;;3393911;67709953;9998;1040;216
24/05/2020;Afghanistan;;3393911;67709953;10582;1075;218
25/05/2020;Afghanistan;;3393911;67709953;11173;1097;219
26/05/2020;Afghanistan;;3393911;67709953;11831;1128;220
27/05/2020;Afghanistan;;3393911;67709953;12456;1138;227
28/05/2020;Afghanistan;;3393911;67709953;13036;1209;235
29/05/2020;Afghanistan;;3393911;67709953;13659;1259;246
30/05/2020;Afghanistan;;3393911;67709953;14525;1303;249
31/05/2020;Afghanistan;;3393911;67709953;15205;1328;257
01/06/2020;Afghanistan;;3393911;67709953;15750;1428;265
02/06/2020;Afghanistan;;3393911;67709953;16509;1450;270
03/06/2020;Afghanistan;;3393911;67709953;17267;1522;294
04/06/2020;Afghanistan;;3393911;67709953;18054;1585;300
05/06/2020;Afghanistan;;3393911;67709953;18969;1762;309
06/06/2020;Afghanistan;;3393911;67709953;19551;1830;327
07/06/2020;Afghanistan;;3393911;67709953;20342;1875;357
08/06/2020;Afghanistan;;3393911;67709953;20917;2171;369
09/06/2020;Afghanistan;;3393911;67709953;21459;2651;384
10/06/2020;Afghanistan;;3393911;67709953;22142;3013;405
11/06/2020;Afghanistan;;3393911;67709953;22890;3326;426
12/06/2020;Afghanistan;;3393911;67709953;23546;3928;446
13/06/2020;Afghanistan;;3393911;67709953;24102;4201;451
14/06/2020;Afghanistan;;3393911;67709953;24766;4725;471
15/06/2020;Afghanistan;;3393911;67709953;25527;5164;478
16/06/2020;Afghanistan;;3393911;67709953;26310;5508;491
17/06/2020;Afghanistan;;3393911;67709953;26874;6158;504
18/06/2020;Afghanistan;;3393911;67709953;27532;7660;546
19/06/2020;Afghanistan;;3393911;67709953;27878;7962;548
20/06/2020;Afghanistan;;3393911;67709953;28424;8292;569
21/06/2020;Afghanistan;;3393911;67709953;28833;8764;581
22/06/2020;Afghanistan;;3393911;67709953;29157;8841;598
23/06/2020;Afghanistan;;3393911;67709953;29481;9260;618
24/06/2020;Afghanistan;;3393911;67709953;29640;9869;639
25/06/2020;Afghanistan;;3393911;67709953;30175;10174;675
26/06/2020;Afghanistan;;3393911;67709953;30451;10306;683
27/06/2020;Afghanistan;;3393911;67709953;30616;10674;703
28/06/2020;Afghanistan;;3393911;67709953;30967;12604;721
29/06/2020;Afghanistan;;3393911;67709953;31238;13934;733
30/06/2020;Afghanistan;;3393911;67709953;31517;14131;746
01/07/2020;Afghanistan;;3393911;67709953;31836;15651;774
02/07/2020;Afghanistan;;3393911;67709953;32022;16041;807
03/07/2020;Afghanistan;;3393911;67709953;32324;17331;819
04/07/2020;Afghanistan;;3393911;67709953;32672;19164;826
05/07/2020;Afghanistan;;3393911;67709953;32951;19366;864
06/07/2020;Afghanistan;;3393911;67709953;33190;20103;898
07/07/2020;Afghanistan;;3393911;67709953;33384;20179;920
08/07/2020;Afghanistan;;3393911;67709953;33594;20700;936
09/07/2020;Afghanistan;;3393911;67709953;33908;20847;957
10/07/2020;Afghanistan;;3393911;67709953;34194;20882;971
11/07/2020;Afghanistan;;3393911;67709953;34366;21135;994
12/07/2020;Afghanistan;;3393911;67709953;34451;21216;1010
13/07/2020;Afghanistan;;3393911;67709953;34455;21254;1012
14/07/2020;Afghanistan;;3393911;67709953;34740;21454;1048
15/07/2020;Afghanistan;;3393911;67709953;34994;22456;1094
16/07/2020;Afghanistan;;3393911;67709953;35070;22824;1113
17/07/2020;Afghanistan;;3393911;67709953;35229;23151;1147
18/07/2020;Afghanistan;;3393911;67709953;35301;23273;1164
19/07/2020;Afghanistan;;3393911;67709953;35475;23634;1181
20/07/2020;Afghanistan;;3393911;67709953;35526;23741;1185
21/07/2020;Afghanistan;;3393911;67709953;35615;23741;1186
22/07/2020;Afghanistan;;3393911;67709953;35727;23924;1190
23/07/2020;Afghanistan;;3393911;67709953;35928;24550;1211
24/07/2020;Afghanistan;;3393911;67709953;35981;24602;1225
25/07/2020;Afghanistan;;3393911;67709953;36036;24793;1248
26/07/2020;Afghanistan;;3393911;67709953;36157;25180;1259
27/07/2020;Afghanistan;;3393911;67709953;36263;25198;1269
28/07/2020;Afghanistan;;3393911;67709953;36368;25358;1270
29/07/2020;Afghanistan;;3393911;67709953;36471;25389;1271
30/07/2020;Afghanistan;;3393911;67709953;36542;25471;1271
31/07/2020;Afghanistan;;3393911;67709953;36675;25509;1272
01/08/2020;Afghanistan;;3393911;67709953;36710;25509;1283
02/08/2020;Afghanistan;;3393911;67709953;36710;25510;1284
03/08/2020;Afghanistan;;3393911;67709953;36747;25669;1288
04/08/2020;Afghanistan;;3393911;67709953;36782;25669;1288
05/08/2020;Afghanistan;;3393911;67709953;36829;25742;1294
06/08/2020;Afghanistan;;3393911;67709953;36896;25840;1298
07/08/2020;Afghanistan;;3393911;67709953;37015;25903;1307
08/08/2020;Afghanistan;;3393911;67709953;37054;25960;1312
09/08/2020;Afghanistan;;3393911;67709953;37054;25960;1312
10/08/2020;Afghanistan;;3393911;67709953;37162;26228;1328
11/08/2020;Afghanistan;;3393911;67709953;37269;26415;1344
12/08/2020;Afghanistan;;3393911;67709953;37345;26694;1354
13/08/2020;Afghanistan;;3393911;67709953;37424;26714;1363
14/08/2020;Afghanistan;;3393911;67709953;37431;26714;1363
15/08/2020;Afghanistan;;3393911;67709953;37551;27166;1370
16/08/2020;Afghanistan;;3393911;67709953;37596;27166;1375
17/08/2020;Afghanistan;;3393911;67709953;37599;27166;1375
18/08/2020;Afghanistan;;3393911;67709953;37599;27166;1375
19/08/2020;Afghanistan;;3393911;67709953;37599;27166;1375
20/08/2020;Afghanistan;;3393911;67709953;37856;27681;1385
21/08/2020;Afghanistan;;3393911;67709953;37894;28016;1385
22/08/2020;Afghanistan;;3393911;67709953;37953;28016;1385
23/08/2020;Afghanistan;;3393911;67709953;37999;28180;1387
24/08/2020;Afghanistan;;3393911;67709953;38054;28360;1389
25/08/2020;Afghanistan;;3393911;67709953;38070;28440;1397
26/08/2020;Afghanistan;;3393911;67709953;38113;29042;1401
27/08/2020;Afghanistan;;3393911;67709953;38129;29046;1401
28/08/2020;Afghanistan;;3393911;67709953;38140;29059;1402
29/08/2020;Afghanistan;;3393911;67709953;38143;29063;1402
30/08/2020;Afghanistan;;3393911;67709953;38162;29089;1402
31/08/2020;Afghanistan;;3393911;67709953;38165;29089;1402
01/09/2020;Afghanistan;;3393911;67709953;38196;29231;1406
02/09/2020;Afghanistan;;3393911;67709953;38243;29315;1409
03/09/2020;Afghanistan;;3393911;67709953;38288;29390;1409
04/09/2020;Afghanistan;;3393911;67709953;38304;29713;1409
05/09/2020;Afghanistan;;3393911;67709953;38324;30082;1409
06/09/2020;Afghanistan;;3393911;67709953;38398;30537;1412
07/09/2020;Afghanistan;;3393911;67709953;38494;30557;1415
08/09/2020;Afghanistan;;3393911;67709953;38520;30715;1418
09/09/2020;Afghanistan;;3393911;67709953;38544;31048;1420
10/09/2020;Afghanistan;;3393911;67709953;38572;31129;1420
11/09/2020;Afghanistan;;3393911;67709953;38606;31154;1420
12/09/2020;Afghanistan;;3393911;67709953;38641;31234;1420
13/09/2020;Afghanistan;;3393911;67709953;38716;31638;1420
14/09/2020;Afghanistan;;3393911;67709953;38772;32073;1425
15/09/2020;Afghanistan;;3393911;67709953;38815;32098;1426
16/09/2020;Afghanistan;;3393911;67709953;38855;32503;1436
17/09/2020;Afghanistan;;3393911;67709953;38872;32505;1436
18/09/2020;Afghanistan;;3393911;67709953;38883;32576;1437
19/09/2020;Afghanistan;;3393911;67709953;38919;32576;1437
20/09/2020;Afghanistan;;3393911;67709953;39044;32576;1441
21/09/2020;Afghanistan;;3393911;67709953;39074;32576;1444
22/09/2020;Afghanistan;;3393911;67709953;39096;32576;1445
23/09/2020;Afghanistan;;3393911;67709953;39145;32610;1446
24/09/2020;Afghanistan;;3393911;67709953;39170;32619;1451
25/09/2020;Afghanistan;;3393911;67709953;39186;32619;1451
26/09/2020;Afghanistan;;3393911;67709953;39192;32635;1453
27/09/2020;Afghanistan;;3393911;67709953;39227;32642;1453
28/09/2020;Afghanistan;;3393911;67709953;39233;32642;1455
29/09/2020;Afghanistan;;3393911;67709953;39254;32746;1458
30/09/2020;Afghanistan;;3393911;67709953;39268;32789;1458
01/10/2020;Afghanistan;;3393911;67709953;39285;32842;1458
02/10/2020;Afghanistan;;3393911;67709953;39290;32842;1458
03/10/2020;Afghanistan;;3393911;67709953;39297;32842;1462
04/10/2020;Afghanistan;;3393911;67709953;39341;32852;1462
05/10/2020;Afghanistan;;3393911;67709953;39422;32879;1466
06/10/2020;Afghanistan;;3393911;67709953;39486;32977;1467
07/10/2020;Afghanistan;;3393911;67709953;39548;33045;1469
08/10/2020;Afghanistan;;3393911;67709953;39616;33058;1470
09/10/2020;Afghanistan;;3393911;67709953;39693;33058;1472
10/10/2020;Afghanistan;;3393911;67709953;39703;33064;1473
11/10/2020;Afghanistan;;3393911;67709953;39799;33114;1477
12/10/2020;Afghanistan;;3393911;67709953;39870;33118;1479
13/10/2020;Afghanistan;;3393911;67709953;39928;33308;1480
14/10/2020;Afghanistan;;3393911;67709953;39994;33354;1481
15/10/2020;Afghanistan;;3393911;67709953;40026;33447;1481
16/10/2020;Afghanistan;;3393911;67709953;40073;33516;1485
17/10/2020;Afghanistan;;3393911;67709953;40141;33561;1488
22/01/2020;Albania;;411533;201683;0;0;0
23/01/2020;Albania;;411533;201683;0;0;0
24/01/2020;Albania;;411533;201683;0;0;0
25/01/2020;Albania;;411533;201683;0;0;0
26/01/2020;Albania;;411533;201683;0;0;0
27/01/2020;Albania;;411533;201683;0;0;0
28/01/2020;Albania;;411533;201683;0;0;0
29/01/2020;Albania;;411533;201683;0;0;0
30/01/2020;Albania;;411533;201683;0;0;0
31/01/2020;Albania;;411533;201683;0;0;0
01/02/2020;Albania;;411533;201683;0;0;0
02/02/2020;Albania;;411533;201683;0;0;0
03/02/2020;Albania;;411533;201683;0;0;0
04/02/2020;Albania;;411533;201683;0;0;0
05/02/2020;Albania;;411533;201683;0;0;0
06/02/2020;Albania;;411533;201683;0;0;0
07/02/2020;Albania;;411533;201683;0;0;0
08/02/2020;Albania;;411533;201683;0;0;0
09/02/2020;Albania;;411533;201683;0;0;0
10/02/2020;Albania;;411533;201683;0;0;0
11/02/2020;Albania;;411533;201683;0;0;0
12/02/2020;Albania;;411533;201683;0;0;0
13/02/2020;Albania;;411533;201683;0;0;0
14/02/2020;Albania;;411533;201683;0;0;0
15/02/2020;Albania;;411533;201683;0;0;0
16/02/2020;Albania;;411533;201683;0;0;0
17/02/2020;Albania;;411533;201683;0;0;0
18/02/2020;Albania;;411533;201683;0;0;0
19/02/2020;Albania;;411533;201683;0;0;0
20/02/2020;Albania;;411533;201683;0;0;0
21/02/2020;Albania;;411533;201683;0;0;0
22/02/2020;Albania;;411533;201683;0;0;0
23/02/2020;Albania;;411533;201683;0;0;0
24/02/2020;Albania;;411533;201683;0;0;0
25/02/2020;Albania;;411533;201683;0;0;0
26/02/2020;Albania;;411533;201683;0;0;0
27/02/2020;Albania;;411533;201683;0;0;0
28/02/2020;Albania;;411533;201683;0;0;0
29/02/2020;Albania;;411533;201683;0;0;0
01/03/2020;Albania;;411533;201683;0;0;0
02/03/2020;Albania;;411533;201683;0;0;0
03/03/2020;Albania;;411533;201683;0;0;0
04/03/2020;Albania;;411533;201683;0;0;0
05/03/2020;Albania;;411533;201683;0;0;0
06/03/2020;Albania;;411533;201683;0;0;0
07/03/2020;Albania;;411533;201683;0;0;0
08/03/2020;Albania;;411533;201683;0;0;0
09/03/2020;Albania;;411533;201683;2;0;0
10/03/2020;Albania;;411533;201683;10;0;0
11/03/2020;Albania;;411533;201683;12;0;1
12/03/2020;Albania;;411533;201683;23;0;1
13/03/2020;Albania;;411533;201683;33;0;1
14/03/2020;Albania;;411533;201683;38;0;1
15/03/2020;Albania;;411533;201683;42;0;1
16/03/2020;Albania;;411533;201683;51;0;1
17/03/2020;Albania;;411533;201683;55;0;1
18/03/2020;Albania;;411533;201683;59;0;2
19/03/2020;Albania;;411533;201683;64;0;2
20/03/2020;Albania;;411533;201683;70;0;2
21/03/2020;Albania;;411533;201683;76;2;2
22/03/2020;Albania;;411533;201683;89;2;2
23/03/2020;Albania;;411533;201683;104;2;4
24/03/2020;Albania;;411533;201683;123;10;5
25/03/2020;Albania;;411533;201683;146;17;5
26/03/2020;Albania;;411533;201683;174;17;6
27/03/2020;Albania;;411533;201683;186;31;8
28/03/2020;Albania;;411533;201683;197;31;10
29/03/2020;Albania;;411533;201683;212;33;10
30/03/2020;Albania;;411533;201683;223;44;11
31/03/2020;Albania;;411533;201683;243;52;15
01/04/2020;Albania;;411533;201683;259;67;15
02/04/2020;Albania;;411533;201683;277;76;16
03/04/2020;Albania;;411533;201683;304;89;17
04/04/2020;Albania;;411533;201683;333;99;20
05/04/2020;Albania;;411533;201683;361;104;20
06/04/2020;Albania;;411533;201683;377;116;21
07/04/2020;Albania;;411533;201683;383;131;22
08/04/2020;Albania;;411533;201683;400;154;22
09/04/2020;Albania;;411533;201683;409;165;23
10/04/2020;Albania;;411533;201683;416;182;23
11/04/2020;Albania;;411533;201683;433;197;23
12/04/2020;Albania;;411533;201683;446;217;23
13/04/2020;Albania;;411533;201683;467;232;23
14/04/2020;Albania;;411533;201683;475;248;24
15/04/2020;Albania;;411533;201683;494;251;25
16/04/2020;Albania;;411533;201683;518;277;26
17/04/2020;Albania;;411533;201683;539;283;26
18/04/2020;Albania;;411533;201683;548;302;26
19/04/2020;Albania;;411533;201683;562;314;26
20/04/2020;Albania;;411533;201683;584;327;26
21/04/2020;Albania;;411533;201683;609;345;26
22/04/2020;Albania;;411533;201683;634;356;27
23/04/2020;Albania;;411533;201683;663;385;27
24/04/2020;Albania;;411533;201683;678;394;27
25/04/2020;Albania;;411533;201683;712;403;27
26/04/2020;Albania;;411533;201683;726;410;28
27/04/2020;Albania;;411533;201683;736;422;28
28/04/2020;Albania;;411533;201683;750;431;30
29/04/2020;Albania;;411533;201683;766;455;30
30/04/2020;Albania;;411533;201683;773;470;31
01/05/2020;Albania;;411533;201683;782;488;31
02/05/2020;Albania;;411533;201683;789;519;31
03/05/2020;Albania;;411533;201683;795;531;31
04/05/2020;Albania;;411533;201683;803;543;31
05/05/2020;Albania;;411533;201683;820;570;31
06/05/2020;Albania;;411533;201683;832;595;31
07/05/2020;Albania;;411533;201683;842;605;31
08/05/2020;Albania;;411533;201683;850;620;31
09/05/2020;Albania;;411533;201683;856;627;31
10/05/2020;Albania;;411533;201683;868;650;31
11/05/2020;Albania;;411533;201683;872;654;31
12/05/2020;Albania;;411533;201683;876;682;31
13/05/2020;Albania;;411533;201683;880;688;31
14/05/2020;Albania;;411533;201683;898;694;31
15/05/2020;Albania;;411533;201683;916;705;31
16/05/2020;Albania;;411533;201683;933;714;31
17/05/2020;Albania;;411533;201683;946;715;31
18/05/2020;Albania;;411533;201683;948;727;31
19/05/2020;Albania;;411533;201683;949;742;31
20/05/2020;Albania;;411533;201683;964;758;31
21/05/2020;Albania;;411533;201683;969;771;31
22/05/2020;Albania;;411533;201683;981;777;31
23/05/2020;Albania;;411533;201683;989;783;31
24/05/2020;Albania;;411533;201683;998;789;32
25/05/2020;Albania;;411533;201683;1004;795;32
26/05/2020;Albania;;411533;201683;1029;803;33
27/05/2020;Albania;;411533;201683;1050;812;33
28/05/2020;Albania;;411533;201683;1076;823;33
29/05/2020;Albania;;411533;201683;1099;851;33
30/05/2020;Albania;;411533;201683;1122;857;33
31/05/2020;Albania;;411533;201683;1137;872;33
01/06/2020;Albania;;411533;201683;1143;877;33
02/06/2020;Albania;;411533;201683;1164;891;33
03/06/2020;Albania;;411533;201683;1184;898;33
04/06/2020;Albania;;411533;201683;1197;898;33
05/06/2020;Albania;;411533;201683;1212;910;33
06/06/2020;Albania;;411533;201683;1232;925;34
07/06/2020;Albania;;411533;201683;1246;938;34
08/06/2020;Albania;;411533;201683;1263;945;34
09/06/2020;Albania;;411533;201683;1299;960;34
10/06/2020;Albania;;411533;201683;1341;980;34
11/06/2020;Albania;;411533;201683;1385;1001;35
12/06/2020;Albania;;411533;201683;1416;1034;36
13/06/2020;Albania;;411533;201683;1464;1039;36
14/06/2020;Albania;;411533;201683;1521;1044;36
15/06/2020;Albania;;411533;201683;1590;1055;36
16/06/2020;Albania;;411533;201683;1672;1064;37
17/06/2020;Albania;;411533;201683;1722;1077;38
18/06/2020;Albania;;411533;201683;1788;1086;39
19/06/2020;Albania;;411533;201683;1838;1114;42
20/06/2020;Albania;;411533;201683;1891;1126;43
21/06/2020;Albania;;411533;201683;1962;1134;44
22/06/2020;Albania;;411533;201683;1995;1159;44
23/06/2020;Albania;;411533;201683;2047;1195;45
24/06/2020;Albania;;411533;201683;2114;1217;47
25/06/2020;Albania;;411533;201683;2192;1250;49
26/06/2020;Albania;;411533;201683;2269;1298;51
27/06/2020;Albania;;411533;201683;2330;1346;53
28/06/2020;Albania;;411533;201683;2402;1384;55
29/06/2020;Albania;;411533;201683;2466;1438;58
30/06/2020;Albania;;411533;201683;2535;1459;62
01/07/2020;Albania;;411533;201683;2580;1516;65
02/07/2020;Albania;;411533;201683;2662;1559;69
03/07/2020;Albania;;411533;201683;2752;1592;72
04/07/2020;Albania;;411533;201683;2819;1637;74
05/07/2020;Albania;;411533;201683;2893;1657;76
06/07/2020;Albania;;411533;201683;2964;1702;79
07/07/2020;Albania;;411533;201683;3038;1744;81
08/07/2020;Albania;;411533;201683;3106;1791;83
09/07/2020;Albania;;411533;201683;3188;1832;83
10/07/2020;Albania;;411533;201683;3278;1875;85
11/07/2020;Albania;;411533;201683;3371;1881;89
12/07/2020;Albania;;411533;201683;3454;1946;93
13/07/2020;Albania;;411533;201683;3571;2014;95
14/07/2020;Albania;;411533;201683;3667;2062;97
15/07/2020;Albania;;411533;201683;3752;2091;101
16/07/2020;Albania;;411533;201683;3851;2137;104
17/07/2020;Albania;;411533;201683;3906;2214;107
18/07/2020;Albania;;411533;201683;4008;2264;111
19/07/2020;Albania;;411533;201683;4090;2311;112
20/07/2020;Albania;;411533;201683;4171;2352;113
21/07/2020;Albania;;411533;201683;4290;2397;117
22/07/2020;Albania;;411533;201683;4358;2463;120
23/07/2020;Albania;;411533;201683;4466;2523;123
24/07/2020;Albania;;411533;201683;4570;2608;128
25/07/2020;Albania;;411533;201683;4637;2637;134
26/07/2020;Albania;;411533;201683;4763;2682;138
27/07/2020;Albania;;411533;201683;4880;2745;144
28/07/2020;Albania;;411533;201683;4997;2789;148
29/07/2020;Albania;;411533;201683;5105;2830;150
30/07/2020;Albania;;411533;201683;5197;2883;154
31/07/2020;Albania;;411533;201683;5276;2952;157
01/08/2020;Albania;;411533;201683;5396;2961;161
02/08/2020;Albania;;411533;201683;5519;3018;166
03/08/2020;Albania;;411533;201683;5620;3031;172
04/08/2020;Albania;;411533;201683;5750;3031;176
05/08/2020;Albania;;411533;201683;5889;3123;182
06/08/2020;Albania;;411533;201683;6016;3155;188
07/08/2020;Albania;;411533;201683;6151;3227;189
08/08/2020;Albania;;411533;201683;6275;3268;193
09/08/2020;Albania;;411533;201683;6411;3342;199
10/08/2020;Albania;;411533;201683;6536;3379;200
11/08/2020;Albania;;411533;201683;6676;3480;205
12/08/2020;Albania;;411533;201683;6817;3552;208
13/08/2020;Albania;;411533;201683;6971;3616;213
14/08/2020;Albania;;411533;201683;7117;3695;219
15/08/2020;Albania;;411533;201683;7260;3746;225
16/08/2020;Albania;;411533;201683;7380;3794;228
17/08/2020;Albania;;411533;201683;7499;3816;230
18/08/2020;Albania;;411533;201683;7654;3871;232
19/08/2020;Albania;;411533;201683;7812;3928;234
20/08/2020;Albania;;411533;201683;7967;3986;238
21/08/2020;Albania;;411533;201683;8119;4096;240
22/08/2020;Albania;;411533;201683;8275;4184;245
23/08/2020;Albania;;411533;201683;8427;4332;250
24/08/2020;Albania;;411533;201683;8605;4413;254
25/08/2020;Albania;;411533;201683;8759;4530;259
26/08/2020;Albania;;411533;201683;8927;4633;263
27/08/2020;Albania;;411533;201683;9083;4791;266
28/08/2020;Albania;;411533;201683;9195;4923;271
29/08/2020;Albania;;411533;201683;9279;5020;275
30/08/2020;Albania;;411533;201683;9380;5139;280
31/08/2020;Albania;;411533;201683;9513;5214;284
01/09/2020;Albania;;411533;201683;9606;5441;290
02/09/2020;Albania;;411533;201683;9728;5582;296
03/09/2020;Albania;;411533;201683;9844;5732;301
04/09/2020;Albania;;411533;201683;9967;5882;306
05/09/2020;Albania;;411533;201683;10102;5976;312
06/09/2020;Albania;;411533;201683;10255;6106;316
